neckneck_ratio,forward_lean_z,shoulder_tilt,head_tilt,hand_to_face,pose_x,pose_y,wrist_elevated,label
0.585,0.5453,0.095,0.0368,999.0,-44.7422,140.7486,0,Looking Away
0.0034,0.5942,0.0345,0.0207,0.6139,0.0,0.0,1,Slouching
0.5997,0.9343,0.0545,0.0115,999.0,-43.3459,178.1929,0,Focused
0.6717,0.3864,0.0492,0.007,999.0,-48.8293,-26.6705,0,Looking Away
0.5712,0.8272,0.0301,0.015,1.3007,-88.6888,15.3067,1,Looking Away
0.4724,0.9703,0.0174,0.0493,0.4106,-32.9318,-0.4891,1,Leaning on Desk
0.5992,0.5119,0.0703,0.0368,999.0,-45.3561,136.9406,0,Looking Away
0.6016,0.7696,0.0902,0.0434,999.0,-40.7702,155.2915,0,Looking Away
0.5432,0.6765,0.1397,0.1552,0.6562,-49.543,0.7333,1,Leaning on Desk
0.5966,0.5869,0.0848,0.0121,999.0,-46.7354,-150.7613,0,Looking Away
0.5961,0.4446,0.0795,0.0265,999.0,-35.2853,130.7008,0,Looking Away
0.6367,0.5356,0.0072,0.018,1.3427,-43.219,0.0809,1,Focused
0.5688,0.6973,0.0958,0.0155,999.0,-40.9314,142.9555,0,Looking Away
0.6096,0.8448,0.1076,0.0522,999.0,-44.3375,154.3832,0,Focused
0.5343,0.6783,0.0954,0.1717,0.5002,-52.1396,0.0707,1,Leaning on Desk
0.585,0.5418,0.095,0.0368,999.0,-46.0926,141.7379,0,Looking Away
0.1876,1.1392,0.0235,0.0674,0.5933,0.0,0.0,1,Slouching
0.6193,0.8148,0.1021,0.0461,999.0,-44.3489,154.8456,0,Focused
0.035,0.5636,0.0796,0.0287,999.0,0.0,0.0,0,Slouching
0.5615,0.6931,0.0426,0.0116,1.6409,-58.8942,-34.5938,0,Looking Away
0.8511,0.167,1.0,0.4255,2.8279,0.0,0.0,1,Slouching
0.5871,0.7555,0.1475,0.026,999.0,-47.1239,140.6756,0,Looking Away
0.6275,0.7244,0.0727,0.0231,999.0,-46.8957,-164.4058,0,Focused
0.5463,0.7753,0.0064,0.0415,1.3778,-30.8204,3.5706,1,Focused
0.5741,0.5228,0.1545,0.0146,999.0,-32.9139,124.4278,0,Looking Away
0.3116,1.5249,0.0511,0.0434,999.0,0.0,0.0,0,Slouching
0.6074,0.5284,0.0805,0.0403,999.0,-43.0625,145.3711,0,Looking Away
0.638,0.517,0.0108,0.0251,1.3278,-44.5211,-3.9541,1,Focused
0.6075,0.7083,0.0868,0.0451,999.0,-40.5382,152.2678,0,Looking Away
0.6446,0.262,0.0183,0.0037,999.0,-31.6969,-53.2775,0,Looking Away
0.5948,0.4459,0.0756,0.0344,999.0,-38.0291,132.851,0,Looking Away
0.5611,0.425,0.0539,0.0127,999.0,0.0,0.0,0,Looking Away
0.5799,0.6834,0.1514,0.0286,999.0,-43.1883,136.0715,0,Looking Away
0.6073,0.8255,0.0424,0.0163,0.4754,-49.5653,12.1604,1,Leaning on Desk
0.5303,0.7075,0.0696,0.0232,0.509,-45.1189,-10.9028,1,Leaning on Desk
0.6012,0.9181,0.0604,0.0173,999.0,-44.6169,179.6561,0,Focused
0.0364,0.474,0.0132,0.0066,0.2838,0.0,0.0,1,Slouching
0.577,0.4868,0.1825,0.0177,999.0,0.0,0.0,0,Looking Away
0.6004,0.8862,0.0491,0.0058,999.0,-44.1669,-162.6913,0,Focused
0.5908,0.627,0.0365,0.0328,1.3656,-27.4935,0.5232,1,Focused
0.0759,0.9766,0.0671,0.0204,0.4213,0.0,0.0,1,Slouching
0.6036,0.8342,0.0287,0.0479,1.6538,-37.4372,0.4532,0,Focused
0.0291,0.5413,0.0905,0.0097,0.369,0.0,0.0,1,Slouching
0.5805,0.7858,0.0194,0.029,0.8143,-33.0832,5.8157,1,Focused
0.6102,0.8045,0.0767,0.0434,999.0,-42.2165,155.9142,0,Looking Away
0.6011,0.622,0.0863,0.0399,999.0,-43.1521,146.9045,0,Looking Away
0.6012,0.7377,0.0859,0.0447,999.0,-41.0134,150.8101,0,Looking Away
0.577,0.4759,0.1825,0.0177,999.0,0.0,0.0,0,Looking Away
0.5724,0.8075,0.0229,0.0076,1.4608,-72.763,19.6155,1,Looking Away
0.5972,0.5882,0.0701,0.0367,999.0,-43.0204,145.869,0,Looking Away
0.6144,0.5004,0.1324,0.0102,999.0,-47.2115,142.2983,0,Looking Away
0.6311,0.8034,0.1163,0.0365,999.0,-49.4881,162.3519,0,Focused
0.648,0.4394,0.031,0.0103,999.0,-44.3449,-135.5477,0,Looking Away
0.6695,0.3344,0.0461,0.0106,999.0,-46.3934,-33.5404,0,Looking Away
0.2445,1.0071,0.1057,0.0694,999.0,0.0,0.0,0,Slouching
0.6444,0.513,0.0148,0.0037,1.4354,-42.0409,1.5119,0,Focused
0.6627,0.2317,0.0227,0.0076,999.0,-31.1502,-52.5367,0,Looking Away
0.2138,1.2337,0.1254,0.0741,999.0,0.0,0.0,0,Slouching
0.611,0.4892,0.1324,0.0136,999.0,-47.5574,141.8419,0,Looking Away
0.6695,0.3331,0.0461,0.0106,999.0,-46.1322,-32.3974,0,Looking Away
0.2053,0.995,0.0383,0.0246,999.0,0.0,0.0,0,Slouching
0.5775,0.4192,0.0857,0.0159,999.0,0.0,0.0,0,Looking Away
0.6009,0.7431,0.0896,0.0531,999.0,-44.1892,153.9392,0,Looking Away
0.5524,0.8159,0.0095,0.0349,1.3539,-27.9912,2.9616,1,Focused
0.5076,0.9156,0.0122,0.0336,0.5965,-40.2701,8.0411,1,Leaning on Desk
0.4846,0.7039,0.0303,0.0303,999.0,0.0,0.0,0,Slouching
0.5839,0.6705,0.0825,0.0489,999.0,-43.5013,147.2233,0,Looking Away
0.617,0.5879,0.1315,0.0101,999.0,-46.1801,145.6363,0,Looking Away
0.6404,0.8279,0.0674,0.0169,999.0,-48.5929,179.8357,0,Focused
0.0423,1.3309,0.0453,0.0423,0.7743,0.0,0.0,1,Slouching
0.56,0.5988,0.0403,0.0476,1.3447,-31.4484,1.1671,1,Focused
0.5996,0.9221,0.0574,0.0115,999.0,-43.0714,178.2336,0,Focused
0.5498,0.646,0.0371,0.0409,1.3534,-22.7583,-0.0836,1,Focused
0.5572,0.7609,0.0038,0.0038,1.3494,-54.9721,-1.1388,1,Focused
0.5616,0.6855,0.0387,0.0077,999.0,-60.0668,-33.9588,0,Looking Away
0.6251,0.7274,0.0698,0.02,999.0,-47.0001,-163.4588,0,Focused
0.5991,0.628,0.0861,0.0364,999.0,-43.1445,146.4929,0,Looking Away
0.5726,0.7353,0.0374,0.0225,1.3473,-85.4664,13.6474,1,Looking Away
0.6216,0.8353,0.1097,0.0399,999.0,-46.8183,160.5611,0,Focused
0.6067,0.7689,0.08,0.0433,999.0,-42.8858,156.3945,0,Looking Away
0.6285,0.818,0.0698,0.02,999.0,-47.7149,173.6377,0,Focused
0.6069,0.7824,0.0767,0.0434,999.0,-43.3277,156.4249,0,Looking Away
0.5362,0.6688,0.1097,0.1693,0.5155,-52.2438,-0.3534,1,Leaning on Desk
0.5712,0.7504,0.0301,0.015,1.2412,-88.2838,14.9027,1,Looking Away
0.6109,0.5572,0.0717,0.0062,999.0,-46.3493,-144.1205,0,Looking Away
0.5668,0.8818,0.0065,0.0065,0.4873,-49.6259,-9.5046,1,Leaning on Desk
0.5478,0.5821,0.037,0.0555,1.3492,-30.1598,1.4926,1,Focused
0.0846,0.7275,0.1185,0.0254,999.0,0.0,0.0,0,Slouching
0.3421,1.3862,0.0058,0.0117,0.6224,0.0,0.0,1,Slouching
0.7204,0.2015,0.1409,0.0362,1.419,-34.936,52.2098,0,Looking Away
0.5757,0.5908,0.0362,0.0398,1.3428,-33.6091,0.7906,1,Focused
0.1287,0.9113,0.0219,0.0466,999.0,0.0,0.0,0,Slouching
0.5774,0.6764,0.0418,0.019,1.368,-89.9592,4.5132,1,Looking Away
0.5316,0.8066,0.1532,0.222,0.6088,-52.304,4.5321,1,Leaning on Desk
0.6567,0.2705,0.0184,0.0037,999.0,-39.7732,-48.2258,0,Looking Away
0.5997,0.5942,0.0333,0.0148,1.486,-35.4326,-4.0048,0,Focused
0.4154,1.5493,0.1113,0.0027,0.7432,0.0,0.0,1,Slouching
0.5949,0.4588,0.0764,0.0233,999.0,-33.5989,129.6761,0,Looking Away
0.625,0.8517,0.1097,0.0432,999.0,-46.6574,160.2849,0,Focused
0.6017,0.5372,0.0869,0.0334,999.0,-44.2518,145.0826,0,Looking Away
0.6746,0.3193,0.0397,0.0036,999.0,-44.6211,-35.9001,0,Looking Away
0.5665,0.8631,0.1797,0.0274,999.0,-46.3152,146.1761,0,Looking Away
0.5851,0.8414,0.1639,0.0311,999.0,-45.7788,147.2139,0,Looking Away
0.5795,0.5491,0.1815,0.0234,999.0,0.0,0.0,0,Looking Away
0.5786,0.645,0.0225,0.0386,1.4086,-42.1034,6.2023,1,Focused
0.5466,0.8002,0.02,0.0333,1.36,-26.0837,-0.2212,1,Focused
0.6012,0.9177,0.0604,0.0173,999.0,-44.4665,179.8585,0,Focused
0.591,0.9572,0.0961,0.0481,999.0,-46.067,157.8898,0,Focused
0.5696,0.8077,0.1878,0.0185,999.0,-47.5123,143.8699,0,Looking Away
0.2245,1.0162,0.1051,0.0028,999.0,0.0,0.0,0,Slouching
0.003,0.4535,0.0089,0.0385,999.0,0.0,0.0,0,Slouching
0.463,1.3237,0.0142,0.0142,0.796,0.0,0.0,1,Slouching
0.0706,0.627,0.1782,0.0891,0.661,0.0,0.0,1,Slouching
0.6049,0.5276,0.0594,0.0186,1.3818,-36.0415,0.6898,1,Focused
0.7061,0.4071,0.0892,0.0334,1.5172,-44.7593,35.8966,0,Looking Away
0.018,0.3455,0.1975,0.0431,999.0,0.0,0.0,0,Slouching
0.6487,0.6492,0.0127,0.0095,1.3719,-43.3136,0.8101,1,Focused
0.6022,0.7101,0.0279,0.0341,1.7519,-36.9043,-0.334,0,Focused
0.529,0.8497,0.0129,0.0742,0.406,-40.1166,2.4584,1,Leaning on Desk
0.503,1.0188,0.0122,0.0305,0.6027,-41.0046,7.3614,1,Leaning on Desk
0.5665,0.8633,0.1797,0.0274,999.0,-45.3148,146.1475,0,Looking Away
0.6401,0.66,0.0032,0.0191,1.3355,-43.4642,2.0602,1,Focused
0.5655,0.651,0.0387,0.0116,1.3826,-57.4307,-34.9443,1,Looking Away
0.6128,0.8252,0.1076,0.0489,999.0,-44.5156,153.6089,0,Focused
0.6968,0.314,0.0778,0.0334,1.3432,-41.2781,40.9916,0,Looking Away
0.5474,0.8056,0.0095,0.0411,1.3824,-28.778,3.4846,1,Focused
0.0191,1.0717,0.0318,0.0255,0.5355,0.0,0.0,1,Slouching
0.5399,0.8085,0.0038,0.0038,1.382,-47.318,-0.7924,1,Focused
0.5761,0.7916,0.0267,0.0114,1.3572,-70.5257,18.0265,1,Looking Away
0.5576,0.6794,0.0426,0.0077,999.0,-60.6332,-33.1869,0,Looking Away
0.0334,1.0985,0.0752,0.0306,0.1883,0.0,0.0,1,Slouching
0.0396,1.2723,0.0706,0.017,0.2163,0.0,0.0,1,Slouching
0.6033,0.733,0.0862,0.0448,999.0,-40.3487,151.0055,0,Looking Away
0.6684,0.3099,0.0431,0.0072,999.0,-45.7679,-36.5404,0,Looking Away
0.7114,0.2873,0.0899,0.0412,1.6943,-40.7855,40.4686,0,Looking Away
0.5692,0.7871,0.172,0.025,999.0,-41.7084,142.5206,0,Looking Away
0.5642,0.5929,0.0369,0.0479,1.3496,-30.974,0.8397,1,Focused
0.592,0.5649,0.062,0.0062,999.0,-43.6776,-144.7099,0,Looking Away
0.5672,0.7461,0.1083,0.0478,0.556,-60.7136,0.0223,1,Leaning on Desk
0.5778,0.7929,0.0228,0.0114,1.2893,-73.2119,20.1551,1,Looking Away
0.1362,0.8918,0.0908,0.0187,999.0,0.0,0.0,0,Slouching
0.6291,0.8184,0.0533,0.02,999.0,-46.1777,-173.1803,0,Focused
0.5919,0.5254,0.0651,0.0062,999.0,-41.3364,-136.6211,0,Looking Away
0.5996,0.9052,0.0574,0.0115,999.0,-43.5459,178.7009,0,Focused
0.4545,0.839,0.016,0.0267,0.5784,-52.1561,-5.2484,1,Leaning on Desk
0.648,0.4923,0.0276,0.0138,999.0,-45.489,-143.2597,0,Looking Away
0.6457,0.4688,0.0343,0.0103,999.0,-41.7249,-135.9347,0,Looking Away
0.625,0.8489,0.1097,0.0432,999.0,-46.5021,158.9791,0,Focused
0.5883,0.5736,0.0919,0.0398,999.0,-44.208,140.085,0,Looking Away
0.1721,0.9413,0.0089,0.003,999.0,0.0,0.0,0,Slouching
0.601,0.4202,0.0909,0.0175,999.0,0.0,0.0,0,Looking Away
0.5645,0.5783,0.0035,0.0348,1.3458,-31.5643,0.6928,1,Focused
0.6435,0.2749,0.0342,0.0034,999.0,-31.5027,-127.3708,0,Looking Away
0.5515,0.7814,0.0334,0.0334,1.36,-26.0052,-0.4383,1,Focused
0.1076,0.9679,0.0769,0.0205,999.0,0.0,0.0,0,Slouching
0.2399,0.7771,0.1427,0.0152,999.0,0.0,0.0,0,Slouching
0.5912,0.7048,0.0186,0.031,1.4217,-37.5428,-0.5101,0,Focused
0.5793,0.8566,0.0232,0.0232,0.5096,-49.5516,-14.492,1,Leaning on Desk
0.0184,0.4481,0.0582,0.0,0.4342,0.0,0.0,1,Slouching
0.5902,0.6252,0.169,0.0143,999.0,-45.1731,136.9207,0,Looking Away
0.5681,0.8233,0.013,0.013,0.4651,-49.8972,-4.7056,1,Leaning on Desk
0.6671,0.3222,0.0464,0.0036,999.0,-44.0961,-35.5935,0,Looking Away
0.6013,0.9277,0.0575,0.0144,999.0,-43.7661,179.1908,0,Focused
0.6526,0.8079,0.0309,0.0103,0.5574,-56.2508,9.4006,1,Leaning on Desk
0.6423,0.701,0.0683,0.0034,999.0,-48.8371,-161.2887,0,Focused
0.3256,0.9235,0.0863,0.0223,999.0,0.0,0.0,0,Slouching
0.5358,0.7902,0.1509,0.1848,0.6771,-48.7607,3.0151,1,Leaning on Desk
0.1037,0.6835,0.1095,0.0259,999.0,0.0,0.0,0,Slouching
0.625,0.7618,0.0529,0.0165,999.0,-45.7575,-161.5404,0,Focused
0.5993,0.5397,0.067,0.0335,999.0,-44.4678,139.9281,0,Looking Away
0.5675,0.8508,0.1861,0.0275,999.0,-45.3561,146.3221,0,Looking Away
0.4497,0.9488,0.0168,0.0196,0.5126,-39.2081,-0.5314,1,Leaning on Desk
0.591,0.9718,0.0961,0.0481,999.0,-45.6125,157.6021,0,Focused
0.0384,0.5776,0.2133,0.064,0.6831,0.0,0.0,1,Slouching
0.5607,0.6876,0.0758,0.0242,999.0,-41.1405,143.528,0,Looking Away
0.6292,0.7538,0.0965,0.03,999.0,-46.5164,175.1631,0,Focused
0.6568,0.3008,0.0182,0.0073,999.0,-39.7562,-40.1022,0,Looking Away
0.6201,0.4224,0.1405,0.0274,999.0,-31.4494,117.0004,0,Looking Away
0.4572,0.8563,0.0356,0.0274,0.5125,-55.5416,-4.7927,1,Leaning on Desk
0.6128,0.8271,0.1076,0.0489,999.0,-44.4984,153.618,0,Focused
0.6306,0.8229,0.1068,0.0334,999.0,-45.646,171.7803,0,Focused
0.6493,0.2579,0.0184,0.0037,999.0,-32.6085,-52.5261,0,Looking Away
0.5818,0.6242,0.0883,0.0426,999.0,-43.1893,139.1662,0,Looking Away
0.5984,0.4231,0.0864,0.0093,999.0,0.0,0.0,0,Looking Away
0.5764,0.3337,0.0651,0.0062,999.0,-38.8556,-123.4819,0,Looking Away
0.5709,0.7938,0.1725,0.0251,999.0,-42.5239,142.8285,0,Looking Away
0.6995,0.2118,0.0909,0.0237,1.3963,-36.5484,57.051,0,Looking Away
0.6309,0.6023,0.0063,0.0095,1.4139,-44.0523,4.9575,1,Focused
0.335,1.0857,0.0511,0.016,0.704,0.0,0.0,1,Slouching
0.4628,0.7645,0.1419,0.2264,0.3079,-50.6191,-8.8628,1,Leaning on Desk
0.5883,0.783,0.0919,0.0398,999.0,-44.3006,151.5998,0,Looking Away
0.4617,0.8578,0.0113,0.0198,0.4768,-53.8358,-5.7627,1,Leaning on Desk
0.651,0.5229,0.0144,0.018,1.3604,-45.3457,1.3718,1,Focused
0.5496,0.8109,0.0038,0.0038,999.0,-47.3669,-0.0743,0,Focused
0.0293,0.4842,0.0391,0.0163,999.0,0.0,0.0,0,Slouching
0.5206,1.0507,0.0127,0.0317,0.5343,-41.4412,7.1581,1,Leaning on Desk
0.5332,0.7082,0.0373,0.041,1.3292,-26.3351,-0.2658,1,Focused
0.6078,0.3988,0.0717,0.0031,999.0,-34.2974,-128.3327,0,Looking Away
0.3546,1.0986,0.066,0.0385,999.0,0.0,0.0,0,Slouching
0.5966,0.8737,0.157,0.0228,999.0,-51.2215,153.2302,0,Looking Away
0.4157,0.8788,0.1311,0.1407,0.323,-40.3227,-10.3101,1,Leaning on Desk
0.6457,0.4665,0.0343,0.0069,999.0,-39.4173,-135.1428,0,Looking Away
0.4484,0.9625,0.0139,0.0195,0.5105,-42.464,-2.0101,1,Leaning on Desk
0.5636,0.7758,0.0338,0.015,1.2622,-76.6037,15.4972,1,Looking Away
0.4735,1.0045,0.0941,0.0257,999.0,0.0,0.0,0,Slouching
0.5501,0.6552,0.1442,0.1375,0.4937,-50.6431,-4.6963,1,Leaning on Desk
0.5529,0.8103,0.0225,0.0772,0.4681,-43.3586,1.6061,1,Leaning on Desk
0.6019,0.4758,0.0836,0.0334,999.0,-31.0444,127.1337,0,Looking Away
0.5878,0.7669,0.1704,0.0199,999.0,-41.85,143.6211,0,Looking Away
0.5839,0.6802,0.0825,0.0489,999.0,-43.5532,148.4688,0,Looking Away
0.6329,0.5841,0.0127,0.0095,1.4257,-42.3186,4.9622,1,Focused
0.7037,0.27,0.108,0.041,1.6543,-39.2086,41.721,0,Looking Away
0.1887,1.0361,0.0028,0.0197,0.3068,0.0,0.0,1,Slouching
0.4751,1.0392,0.1108,0.0991,0.4899,-35.8268,0.0527,1,Leaning on Desk
0.5763,0.4956,0.17,0.0202,999.0,-29.1241,117.1037,0,Looking Away
0.0775,1.0565,0.0496,0.0434,0.6423,0.0,0.0,1,Slouching
0.5616,0.7021,0.0387,0.0077,999.0,-59.7014,-34.3244,0,Looking Away
0.0029,0.7414,0.1024,0.0673,0.6385,0.0,0.0,0,Slouching
0.5779,0.4935,0.1705,0.0202,999.0,-25.8682,116.4719,0,Looking Away
0.5705,0.7035,0.0781,0.039,999.0,-38.7144,146.4442,0,Looking Away
0.0843,0.4277,0.1896,0.0548,999.0,0.0,0.0,0,Slouching
0.5162,0.8943,0.0029,0.0354,0.411,-42.5374,2.3577,1,Leaning on Desk
0.6292,0.7947,0.0736,0.0268,999.0,-45.1008,-177.8174,0,Focused
0.622,0.4452,0.1333,0.0239,999.0,0.0,0.0,0,Looking Away
0.6664,0.2357,0.0268,0.0077,999.0,-33.3133,-49.5454,0,Looking Away
0.5595,0.6774,0.073,0.0182,999.0,-41.5935,140.1044,0,Looking Away
0.5975,0.5167,0.0634,0.0334,999.0,-45.0181,139.5771,0,Looking Away
0.5499,0.801,0.0233,0.03,1.38,-25.5609,-1.0205,1,Focused
0.2574,0.8529,0.1596,0.0033,999.0,0.0,0.0,0,Slouching
0.5657,0.5558,0.1554,0.0117,999.0,0.0,0.0,0,Looking Away
0.5997,0.5961,0.0333,0.0148,1.4866,-35.2496,-3.9964,0,Focused
0.5955,0.6,0.082,0.0152,999.0,-46.942,-150.8918,0,Looking Away
0.5475,0.7555,0.0063,0.0316,1.3549,-29.2139,2.3263,1,Focused
0.6507,0.2594,0.0147,0.0074,999.0,-33.5157,-52.7062,0,Looking Away
0.6396,0.5158,0.0147,0.0037,1.4419,-43.542,4.8986,0,Focused
0.5886,0.7037,0.0858,0.0521,999.0,-45.5939,148.4992,0,Looking Away
0.4313,0.7818,0.1179,0.0993,0.3695,-42.4998,-5.8758,1,Leaning on Desk
0.5786,0.6903,0.1653,0.0171,999.0,-46.7352,141.4106,0,Looking Away
0.5402,0.8048,0.0038,0.0038,999.0,-47.2307,-0.5741,0,Focused
0.593,0.4488,0.0762,0.0265,999.0,-34.6349,130.9296,0,Looking Away
0.5816,0.7397,0.1518,0.0286,999.0,-45.6654,141.4545,0,Looking Away
0.6128,0.5811,0.0719,0.0094,999.0,-45.9178,-144.1129,0,Looking Away
0.5893,0.7178,0.0319,0.0119,999.0,-77.3269,-17.8778,0,Looking Away
0.5883,0.7979,0.0919,0.0398,999.0,-45.9756,151.321,0,Looking Away
0.4922,0.9054,0.1045,0.1686,0.3371,-37.5563,-4.6282,1,Leaning on Desk
0.5361,0.9294,0.0651,0.0403,0.4463,-47.0572,-3.2301,1,Leaning on Desk
0.6003,0.8192,0.1593,0.0256,999.0,-50.5205,150.2136,0,Looking Away
0.6493,0.4901,0.0206,0.0034,999.0,-44.974,-140.4863,0,Looking Away
0.0317,1.2192,0.1095,0.0144,0.2302,0.0,0.0,1,Slouching
0.5833,0.5097,0.1695,0.0259,999.0,0.0,0.0,0,Looking Away
0.6389,0.8195,0.1137,0.0301,999.0,-49.8161,162.488,0,Focused
0.5895,0.5946,0.1709,0.0171,999.0,-46.0369,139.9664,0,Looking Away
0.566,0.501,0.0418,0.0228,1.2882,-88.6563,0.1172,1,Looking Away
0.6331,0.5798,0.0259,0.0074,1.4706,-43.5824,1.7519,0,Focused
0.604,0.7197,0.0868,0.0417,999.0,-39.6524,151.9875,0,Looking Away
0.6461,0.5182,0.018,0.0144,1.3578,-46.2063,0.9877,1,Focused
0.1025,0.5047,0.2051,0.0839,0.6163,0.0,0.0,1,Slouching
0.5619,0.7772,0.0127,0.0349,1.3632,-30.3534,1.9707,1,Focused
0.4608,0.9002,0.009,0.0542,0.4838,-37.0659,-3.9511,1,Leaning on Desk
0.3597,1.4294,0.1234,0.0341,1.2485,0.0,0.0,0,Slouching
0.628,0.8762,0.0687,0.036,999.0,-46.9838,176.6151,0,Focused
0.5851,0.7281,0.1639,0.0311,999.0,-45.8611,144.1494,0,Looking Away
0.014,0.5806,0.1629,0.0698,0.6381,0.0,0.0,1,Slouching
0.6318,0.7046,0.051,0.0034,999.0,-46.3112,-158.055,0,Focused
0.6148,0.8238,0.1079,0.0491,999.0,-44.4238,154.5099,0,Focused
0.666,0.3351,0.0461,0.0071,999.0,-45.0499,-33.9848,0,Looking Away
0.6089,0.4031,0.0746,0.0031,999.0,-31.2472,-127.6276,0,Looking Away
0.617,0.449,0.1261,0.017,999.0,-22.8154,118.4357,0,Looking Away
0.5692,0.6766,0.0783,0.0361,999.0,-38.5421,146.5431,0,Looking Away
0.5846,0.4853,0.1728,0.0202,999.0,0.0,0.0,0,Looking Away
0.5315,0.9523,0.006,0.006,0.6034,-49.5177,-5.0338,1,Leaning on Desk
0.5973,0.5835,0.0667,0.03,999.0,-45.8283,143.8616,0,Looking Away
0.584,0.7159,0.0795,0.0459,999.0,-42.7155,148.5728,0,Looking Away
0.5834,0.6092,0.0916,0.0428,999.0,-42.3153,139.6805,0,Looking Away
0.5786,0.6363,0.1653,0.0171,999.0,-45.3911,142.0412,0,Looking Away
0.0232,1.2911,0.1101,0.0203,0.3089,0.0,0.0,1,Slouching
0.576,0.5549,0.1802,0.0177,999.0,0.0,0.0,0,Looking Away
0.569,0.7931,0.0299,0.015,1.2514,-90.6525,15.2059,1,Looking Away
0.677,0.327,0.0398,0.0109,999.0,-41.814,-34.7068,0,Looking Away
0.6032,0.9721,0.02,0.0567,0.646,-34.2279,-1.8014,1,Focused
0.3484,1.2464,0.0198,0.0,999.0,0.0,0.0,0,Slouching
0.5031,0.8425,0.1366,0.0652,0.6147,-48.167,0.3198,1,Leaning on Desk
0.6017,0.5568,0.0869,0.0368,999.0,-43.6407,145.1928,0,Looking Away
0.5623,0.4241,0.0799,0.016,999.0,-28.4616,122.3682,0,Looking Away
0.0303,0.6,0.0454,0.0121,0.4295,0.0,0.0,1,Slouching
0.5978,0.4182,0.0705,0.0336,999.0,-43.5246,134.0404,0,Looking Away
0.6799,0.1921,0.071,0.0262,1.4335,-29.7797,54.0624,0,Looking Away
0.714,0.2126,0.1274,0.0425,1.4119,-39.2603,45.3586,0,Looking Away
0.5966,0.5815,0.0848,0.0121,999.0,-46.7268,-150.7162,0,Looking Away
0.6456,0.6074,0.0032,0.0095,1.3393,-43.0523,1.495,1,Focused
0.4654,1.3685,0.1143,0.0054,0.7475,0.0,0.0,1,Slouching
0.5649,0.8681,0.0065,0.0032,0.4839,-51.2509,-11.4132,1,Leaning on Desk
0.6196,0.448,0.1362,0.0238,999.0,-39.2962,116.7851,0,Looking Away
0.5369,0.7006,0.0373,0.041,1.3372,-25.95,-0.1169,1,Focused
0.6128,0.5768,0.0719,0.0094,999.0,-46.1312,-143.4683,0,Looking Away
0.6394,0.7947,0.0703,0.0167,999.0,-48.3433,178.3165,0,Focused
0.5825,0.416,0.0861,0.0199,999.0,-29.9916,124.4995,0,Looking Away
0.5972,0.5983,0.0701,0.0367,999.0,-42.9928,145.1915,0,Looking Away
0.561,0.5742,0.047,0.047,1.6317,-34.1853,0.0937,0,Focused
0.5946,0.5308,0.083,0.0332,999.0,-42.065,142.4852,0,Looking Away
0.5465,0.8111,0.0225,0.0289,0.5038,-40.593,-6.8378,1,Leaning on Desk
0.6285,0.265,0.0343,0.0,999.0,0.0,0.0,0,Looking Away
0.6051,0.7807,0.0869,0.0435,999.0,-42.0886,155.4093,0,Looking Away
0.5613,0.8753,0.0816,0.017,1.4135,-30.69,0.1056,0,Focused
0.635,0.8271,0.0902,0.0267,999.0,-46.9907,178.4177,0,Focused
0.6147,0.8264,0.0888,0.046,999.0,-45.6451,173.0668,0,Focused
0.7094,0.2275,0.1293,0.0392,1.4338,-38.1308,48.0238,0,Looking Away
0.618,0.4224,0.14,0.0273,999.0,0.0,0.0,0,Looking Away
0.638,0.5265,0.0072,0.0179,1.3355,-43.0822,-7.3934,1,Focused
0.5794,0.3322,0.0682,0.0031,999.0,-36.6472,-122.8098,0,Looking Away
0.6445,0.4913,0.031,0.0069,999.0,-45.0787,-140.562,0,Looking Away
0.6382,0.4172,0.1433,0.0375,999.0,-34.6857,121.9896,0,Looking Away
0.4385,1.3417,0.0968,0.0027,0.5556,0.0,0.0,1,Slouching
0.4168,0.8168,0.1209,0.1209,0.3436,-41.0991,-9.1527,1,Leaning on Desk
0.5655,0.7175,0.0932,0.0361,999.0,-41.1528,146.7329,0,Looking Away
0.5751,0.8199,0.175,0.0313,999.0,-41.534,143.1114,0,Looking Away
0.584,0.7125,0.0795,0.0459,999.0,-42.6428,148.968,0,Looking Away
0.585,0.752,0.1704,0.017,999.0,-41.2633,141.7135,0,Looking Away
0.5256,0.8208,0.0859,0.0206,1.402,-26.5214,-1.1932,0,Focused
0.5886,0.5465,0.1686,0.0143,999.0,-48.7069,139.0177,0,Looking Away
0.6178,0.5207,0.0363,0.0145,1.3638,-37.0836,1.1583,1,Focused
0.6012,0.9185,0.0604,0.0173,999.0,-44.7777,179.6547,0,Focused
0.6017,0.7266,0.0884,0.0204,1.5428,-37.4692,2.1632,0,Focused
0.5272,0.8157,0.0225,0.0386,0.563,-53.4638,-1.6753,1,Leaning on Desk
0.2852,0.9922,0.0265,0.0294,999.0,0.0,0.0,0,Slouching
0.6212,0.4573,0.127,0.0172,999.0,-23.6257,118.949,0,Looking Away
0.61,1.0297,0.0033,0.0567,1.4818,-36.1201,-0.3534,0,Focused
0.4633,1.3289,0.0183,0.0091,0.8221,0.0,0.0,1,Slouching
0.5764,0.3451,0.0651,0.0062,999.0,-36.95,-124.4457,0,Looking Away
0.4712,1.045,0.0086,0.0431,0.4184,-31.7014,-1.8495,1,Leaning on Desk
