neckneck_ratio,forward_lean_z,shoulder_tilt,head_tilt,hand_to_face,pose_x,pose_y,wrist_elevated,label
0.0496,1.2421,0.0,0.0331,0.4255,0.0,0.0,1,Slouching
0.5995,0.5018,0.0636,0.0335,999.0,-44.2543,138.9281,0,Looking Away
0.0171,0.5066,0.0882,0.0313,999.0,0.0,0.0,0,Slouching
0.5772,0.4973,0.1758,0.0205,999.0,0.0,0.0,0,Looking Away
0.5402,0.8203,0.0038,0.0038,999.0,-46.9471,-0.9021,0,Focused
0.0394,1.3237,0.0562,0.0281,0.2486,0.0,0.0,1,Slouching
0.5751,0.7703,0.175,0.0313,999.0,-42.0201,142.9526,0,Looking Away
0.639,0.6542,0.0064,0.016,1.3432,-43.3561,2.5955,1,Focused
0.5928,0.5008,0.0754,0.0171,999.0,0.0,0.0,0,Looking Away
0.5952,0.5974,0.0698,0.0366,999.0,-44.5946,145.4088,0,Looking Away
0.5722,0.5972,0.0326,0.0435,1.3483,-35.2923,1.2116,1,Focused
0.5886,0.6975,0.0858,0.0521,999.0,-45.8224,148.0512,0,Looking Away
0.6434,0.6593,0.1362,0.0306,999.0,-49.6374,149.7746,0,Looking Away
0.673,0.4754,0.0501,0.0072,999.0,-50.0586,-26.0673,0,Looking Away
0.5983,0.5926,0.0881,0.0152,999.0,-46.1664,-150.7287,0,Looking Away
0.5466,0.8157,0.0167,0.0333,1.3529,-25.9144,-0.608,1,Focused
0.2952,1.141,0.1086,0.0501,999.0,0.0,0.0,0,Slouching
0.6128,0.8402,0.1076,0.0489,999.0,-43.1821,153.2354,0,Focused
0.5955,0.6044,0.082,0.0152,999.0,-46.5759,-151.241,0,Looking Away
0.6517,0.2606,0.0222,0.0037,999.0,-33.7638,-54.5319,0,Looking Away
0.5485,0.8171,0.026,0.0454,1.4271,-31.2629,4.0072,0,Focused
0.5761,0.7903,0.0267,0.0114,1.3627,-71.5799,18.6048,1,Looking Away
0.1018,0.7685,0.0804,0.0214,0.2189,0.0,0.0,1,Slouching
0.3573,1.1692,0.0748,0.0526,1.5478,0.0,0.0,0,Slouching
0.5815,0.5068,0.1653,0.0171,999.0,-32.4653,129.0264,0,Looking Away
0.5871,0.6344,0.0506,0.0202,0.5133,-50.5573,-12.0123,1,Leaning on Desk
0.5973,0.6138,0.0667,0.0334,999.0,-44.552,141.8949,0,Looking Away
0.5633,0.6981,0.0451,0.0563,1.4344,-27.7369,0.4634,0,Focused
0.5973,0.535,0.0667,0.0334,999.0,-44.3325,139.6473,0,Looking Away
0.5851,0.5374,0.1685,0.0127,999.0,-29.2133,119.1996,0,Looking Away
0.1063,1.0098,0.0152,0.0278,999.0,0.0,0.0,0,Slouching
0.5934,0.5813,0.0878,0.0121,999.0,-46.1516,-151.0407,0,Looking Away
0.5638,0.566,0.0454,0.0227,1.2841,-89.4945,-0.78,1,Looking Away
0.5797,0.8536,0.1612,0.0283,999.0,-43.6401,147.9764,0,Looking Away
0.6017,0.9139,0.0461,0.0029,999.0,-44.8428,-166.0267,0,Focused
0.5789,0.6903,0.1625,0.0171,999.0,-45.8673,142.3461,0,Looking Away
0.5441,0.8224,0.0038,0.0,999.0,-47.6521,-1.0334,0,Focused
0.6007,0.451,0.0833,0.0278,999.0,-25.1131,123.1565,0,Looking Away
0.6052,0.7407,0.0899,0.045,999.0,-39.9458,151.5258,0,Looking Away
0.5784,0.4786,0.1753,0.0175,999.0,-35.966,123.1918,0,Looking Away
0.5765,0.7854,0.186,0.0155,999.0,-48.2052,143.2071,0,Looking Away
0.5886,0.3641,0.0712,0.0031,999.0,0.0,0.0,0,Looking Away
0.5949,0.7221,0.0884,0.0204,1.5612,-38.1797,1.9268,0,Focused
0.5831,0.4769,0.1761,0.0202,999.0,-35.1623,121.6944,0,Looking Away
0.7085,0.2806,0.0932,0.041,1.6476,-39.7146,41.3673,0,Looking Away
0.0832,0.7517,0.052,0.0104,0.6253,0.0,0.0,0,Slouching
0.5638,0.7061,0.093,0.036,999.0,-40.8032,146.3007,0,Looking Away
0.6494,0.2773,0.0255,0.0,999.0,-41.3711,-44.9235,0,Looking Away
0.6013,0.916,0.0575,0.0144,999.0,-43.7207,178.9508,0,Focused
0.6017,0.5708,0.0869,0.0368,999.0,-42.7512,144.8618,0,Looking Away
0.5272,0.8798,0.0068,0.051,0.463,-33.4284,8.6717,1,Leaning on Desk
0.5973,0.5834,0.0667,0.0334,999.0,-45.0374,144.6596,0,Looking Away
0.5556,0.778,0.0038,0.0038,1.2623,-55.3828,-0.5643,1,Focused
0.5736,0.6325,0.0418,0.019,1.2384,-87.4036,4.0497,1,Looking Away
0.6013,0.9302,0.0575,0.0144,999.0,-43.8806,179.1418,0,Focused
0.5556,0.7371,0.0,0.0038,999.0,-53.982,-0.6141,0,Focused
0.609,0.7415,0.0861,0.053,999.0,-45.3685,154.9605,0,Looking Away
0.5687,0.7317,0.0362,0.0888,0.4852,-41.306,2.1552,1,Leaning on Desk
0.4742,0.8035,0.0171,0.0,0.5302,-43.4159,-3.0288,1,Leaning on Desk
0.6012,0.9172,0.0604,0.0144,999.0,-44.1257,179.3429,0,Focused
0.544,0.8198,0.0077,0.0,999.0,-48.3479,-0.3529,0,Focused
0.6024,0.3779,0.0905,0.0279,999.0,0.0,0.0,0,Looking Away
0.6004,0.5514,0.0734,0.04,999.0,-46.7113,146.0826,0,Looking Away
0.3301,1.5186,0.0442,0.0354,0.5551,0.0,0.0,1,Slouching
0.64,0.6486,0.1362,0.0272,999.0,-51.0357,150.641,0,Looking Away
0.5754,0.7241,0.0944,0.0365,999.0,-42.5573,148.7739,0,Looking Away
0.4827,1.0662,0.0,0.0405,0.4216,-32.8703,-2.839,1,Leaning on Desk
0.5466,0.7838,0.0133,0.03,1.3511,-26.0383,-0.7285,1,Focused
0.6614,0.2282,0.0263,0.0038,999.0,-31.0239,-52.2531,0,Looking Away
0.5846,0.479,0.1728,0.0202,999.0,0.0,0.0,0,Looking Away
0.6425,0.8157,0.1104,0.0234,999.0,-51.1431,163.5061,0,Focused
0.6004,0.9228,0.0658,0.0172,999.0,-44.2832,174.3536,0,Focused
0.6368,0.8341,0.1134,0.0367,999.0,-49.5959,162.3469,0,Focused
0.6329,0.5854,0.0095,0.0095,1.4179,-42.6313,4.6352,1,Focused
0.6686,0.3154,0.0363,0.0036,999.0,-44.8393,-36.6322,0,Looking Away
0.5663,0.9143,0.0097,0.0065,0.4832,-50.0731,-9.9416,1,Leaning on Desk
0.0311,0.5055,0.0056,0.0085,0.5271,0.0,0.0,1,Slouching
0.6204,0.6147,0.1315,0.0067,999.0,-47.0038,147.11,0,Looking Away
0.54,0.6212,0.1556,0.2096,0.6206,-51.7938,3.1473,1,Leaning on Desk
0.5529,0.8486,0.0819,0.0137,1.4131,-26.8379,-0.32,0,Focused
0.5981,0.5273,0.0638,0.0336,999.0,-44.3948,139.2967,0,Looking Away
0.5927,0.5222,0.0593,0.0062,999.0,-42.0177,-142.0781,0,Looking Away
0.5933,0.5668,0.0618,0.0031,999.0,-44.2593,-146.4615,0,Looking Away
0.5945,0.6917,0.0825,0.0275,1.4284,-38.0015,4.2977,1,Focused
0.5712,0.7069,0.0301,0.015,1.2684,-85.3235,14.2891,1,Looking Away
0.6108,0.5927,0.0748,0.0062,999.0,-46.708,-144.0672,0,Looking Away
0.5762,0.3327,0.0712,0.0062,999.0,-33.4925,-124.0984,0,Looking Away
0.6145,0.5989,0.0296,0.0111,1.4942,-33.9168,-0.6329,0,Focused
0.5815,0.6153,0.1653,0.0143,999.0,-45.7767,140.8783,0,Looking Away
0.5821,0.7423,0.0253,0.0285,1.4071,-33.9459,3.3629,0,Focused
0.6004,0.9113,0.0491,0.0058,999.0,-44.8876,-162.3477,0,Focused
0.4708,0.7968,0.0,0.0092,0.5378,-55.1609,-4.2188,1,Leaning on Desk
0.5689,0.8187,0.1896,0.0214,999.0,-45.3854,144.6526,0,Looking Away
0.6457,0.4582,0.0343,0.0069,999.0,-41.0614,-135.6785,0,Looking Away
0.5733,0.5309,0.0532,0.019,999.0,-87.441,-2.4153,0,Looking Away
0.6369,0.516,0.0222,0.0,1.4543,-42.5719,4.1512,0,Focused
0.1154,0.7416,0.0548,0.0058,0.5584,0.0,0.0,1,Slouching
0.5663,0.773,0.0304,0.0114,1.2155,-74.9031,17.9339,1,Looking Away
0.5726,0.7091,0.0374,0.0225,1.3993,-83.0389,13.8347,1,Looking Away
0.4372,1.3341,0.0962,0.0165,0.676,0.0,0.0,1,Slouching
0.5509,0.7904,0.0151,0.0113,1.2137,-56.7992,-1.5119,1,Focused
0.5154,0.7037,0.0624,0.1018,0.4117,-49.1431,2.6518,1,Leaning on Desk
0.6215,0.549,0.1182,0.0101,999.0,-46.7742,142.5199,0,Looking Away
0.6031,0.7502,0.019,0.0222,1.4188,-40.2772,4.2872,0,Focused
0.481,0.7566,0.1219,0.2032,0.2737,-50.0467,-10.9346,1,Leaning on Desk
0.5831,0.9889,0.0981,0.0449,999.0,-44.6586,156.2308,0,Focused
0.5797,0.4642,0.1748,0.0175,999.0,-31.0307,118.0639,0,Looking Away
0.5957,0.4601,0.0772,0.0062,999.0,-36.648,-131.1954,0,Looking Away
0.1637,1.2833,0.1129,0.0028,0.2994,0.0,0.0,1,Slouching
0.5489,0.7986,0.0032,0.0315,1.3612,-26.0006,2.54,1,Focused
0.5803,0.7453,0.0252,0.0284,1.433,-33.9126,1.1251,0,Focused
0.1638,1.1505,0.0528,0.0502,999.0,0.0,0.0,0,Slouching
0.5936,0.6073,0.0704,0.0092,999.0,-45.7415,-144.8064,0,Looking Away
0.6102,0.751,0.0767,0.0434,999.0,-42.9919,156.0915,0,Looking Away
0.5918,0.7344,0.0156,0.0311,1.3955,-37.7735,0.5141,0,Focused
0.5975,0.7261,0.0911,0.0203,1.5151,-38.1894,2.5491,0,Focused
0.5457,0.7863,0.0032,0.0379,1.3688,-27.2285,1.4728,1,Focused
0.5572,0.7737,0.0038,0.0038,1.3093,-55.0002,-1.6191,1,Focused
0.6459,0.493,0.024,0.0034,999.0,-44.4931,-139.7862,0,Looking Away
0.5529,0.8879,0.0257,0.0771,0.4774,-45.4209,1.782,1,Leaning on Desk
0.6398,0.6839,0.0129,0.0129,1.4255,-45.1787,1.3303,1,Focused
0.5851,0.6701,0.1639,0.0283,999.0,-40.2711,133.0629,0,Looking Away
0.5861,0.9951,0.0953,0.0449,999.0,-44.8106,155.9758,0,Focused
0.5898,0.4717,0.071,0.0062,999.0,-36.9479,-131.4555,0,Looking Away
0.5957,0.66,0.1653,0.0228,999.0,-49.6254,147.6554,0,Looking Away
0.6283,0.7819,0.0543,0.0068,999.0,-45.3362,-158.1797,0,Focused
0.5957,0.4254,0.0856,0.0171,999.0,-31.5989,118.3114,0,Looking Away
0.6379,0.2647,0.0341,0.0034,999.0,-35.177,-125.5426,0,Looking Away
0.1686,0.9255,0.0668,0.0105,999.0,0.0,0.0,0,Slouching
0.5756,0.6666,0.0635,0.0449,1.4048,-29.5962,-0.6624,1,Focused
0.5816,0.6531,0.1518,0.0258,999.0,-39.4632,132.2081,0,Looking Away
0.585,0.7846,0.095,0.0398,999.0,-43.5861,151.6369,0,Looking Away
0.3868,1.1944,0.0645,0.0561,1.5807,0.0,0.0,0,Slouching
0.1478,1.0036,0.0908,0.0415,999.0,0.0,0.0,0,Slouching
0.5798,0.5585,0.1786,0.0234,999.0,0.0,0.0,0,Looking Away
0.544,0.8162,0.0115,0.0,999.0,-49.3855,-0.9045,0,Focused
0.6389,0.8368,0.1137,0.0301,999.0,-49.2952,163.413,0,Focused
0.6487,0.6684,0.0158,0.0095,1.3644,-43.0747,1.7679,1,Focused
0.6302,0.5453,0.0254,0.0,1.3602,-43.9389,8.0084,1,Focused
0.0501,1.1403,0.0,0.0,999.0,0.0,0.0,0,Slouching
0.6273,0.838,0.0929,0.0431,999.0,-46.0925,155.1895,0,Focused
0.6005,0.933,0.0462,0.0029,999.0,-44.8176,-166.119,0,Focused
0.4714,1.0305,0.0989,0.096,0.4781,-35.3956,-0.4688,1,Leaning on Desk
0.4542,0.9527,0.0143,0.0257,0.4483,-45.7488,-0.0871,1,Leaning on Desk
0.5842,0.7071,0.1475,0.026,999.0,-45.6964,135.0443,0,Looking Away
0.5698,0.8419,0.1734,0.031,999.0,-42.289,142.2683,0,Looking Away
0.5709,0.849,0.1832,0.0275,999.0,-45.2161,146.0987,0,Looking Away
0.1404,0.8409,0.0112,0.0028,999.0,0.0,0.0,0,Slouching
0.5655,0.6939,0.0349,0.0116,1.6038,-59.0674,-33.778,0,Looking Away
0.64,0.5036,0.1362,0.034,999.0,-44.1475,132.0118,0,Looking Away
0.3771,1.4711,0.0835,0.0054,0.6879,0.0,0.0,1,Slouching
0.6029,0.5835,0.0684,0.0062,999.0,-43.9914,-140.4248,0,Looking Away
0.5696,0.5876,0.1545,0.0097,999.0,0.0,0.0,0,Looking Away
0.6017,0.5423,0.0869,0.0368,999.0,-43.4955,141.8334,0,Looking Away
0.6005,0.9493,0.0462,0.0,999.0,-44.6353,-166.2141,0,Focused
0.6017,0.5702,0.0869,0.0334,999.0,-43.9822,145.3166,0,Looking Away
0.5399,0.8221,0.0038,0.0038,1.4095,-46.8108,-0.7744,1,Focused
0.5993,0.6195,0.0828,0.0364,999.0,-40.9819,146.3094,0,Looking Away
0.6301,0.8007,0.08,0.0233,999.0,-45.3158,174.8705,0,Focused
0.6283,0.7558,0.0638,0.0202,999.0,-47.4536,-163.2275,0,Focused
0.1069,0.3407,0.1109,0.0396,0.579,0.0,0.0,1,Slouching
0.5908,0.4008,0.0769,0.0092,999.0,0.0,0.0,0,Looking Away
0.6011,0.729,0.0863,0.0531,999.0,-44.8308,153.6526,0,Looking Away
0.5823,0.7191,0.0793,0.0457,999.0,-42.2453,149.2391,0,Looking Away
0.2479,0.8691,0.1019,0.017,999.0,0.0,0.0,0,Slouching
0.6469,0.2637,0.0184,0.0037,999.0,-36.734,-49.1738,0,Looking Away
0.5936,0.7376,0.0187,0.0281,1.4304,-37.6622,0.2361,0,Focused
1.5403,0.5505,0.2765,0.1185,999.0,0.0,0.0,0,Slouching
0.6435,0.2797,0.0342,0.0034,999.0,-32.1949,-125.5201,0,Looking Away
0.5907,0.5315,0.1704,0.017,999.0,-44.8658,136.0446,0,Looking Away
0.5653,0.8077,0.0299,0.015,1.3009,-78.3166,15.3809,1,Looking Away
0.5926,0.4602,0.1681,0.0199,999.0,-46.5471,134.5762,0,Looking Away
0.6639,0.2272,0.0229,0.0076,999.0,-32.6654,-51.4196,0,Looking Away
0.0848,0.5609,0.4665,0.1515,999.0,0.0,0.0,0,Slouching
0.5733,0.8177,0.0302,0.0151,1.2573,-90.0589,16.3076,1,Looking Away
0.4455,1.3049,0.1011,0.0164,0.5258,0.0,0.0,1,Slouching
0.6931,0.3063,0.0778,0.0334,1.3445,-38.5291,46.3989,0,Looking Away
0.3653,1.3827,0.033,0.0228,999.0,0.0,0.0,0,Slouching
0.615,0.8393,0.1047,0.0523,999.0,-43.5937,154.3622,0,Focused
0.6426,0.8117,0.0676,0.0169,999.0,-48.1494,-178.0632,0,Focused
0.6017,0.571,0.0869,0.0334,999.0,-44.4328,144.6858,0,Looking Away
0.5629,0.6036,0.0289,0.0433,1.582,-33.0372,0.5287,0,Focused
0.633,0.8387,0.0542,0.0068,999.0,-47.0524,-170.5107,0,Focused
0.0772,0.3374,0.1789,0.0569,999.0,0.0,0.0,0,Slouching
0.6283,0.7247,0.0543,0.0068,999.0,-46.2336,-158.1743,0,Focused
0.5979,0.4464,0.083,0.0266,999.0,-39.8553,135.1587,0,Looking Away
0.6086,0.7871,0.0836,0.0435,999.0,-42.476,156.0849,0,Looking Away
0.4326,1.1653,0.119,0.0435,0.6201,0.0,0.0,1,Slouching
0.5954,0.578,0.0706,0.0123,999.0,-46.6977,-145.1996,0,Looking Away
0.6395,0.8027,0.067,0.0167,999.0,-48.2841,178.4824,0,Focused
0.6285,0.7553,0.0869,0.0267,999.0,-46.4151,174.9868,0,Focused
0.58,0.7073,0.1686,0.0143,999.0,-45.8055,139.2629,0,Looking Away
0.611,0.4502,0.1324,0.0136,999.0,-43.9207,137.6071,0,Looking Away
0.5963,0.4716,0.0795,0.0061,999.0,-34.2995,-134.8265,0,Looking Away
0.5649,0.5653,0.0035,0.0421,1.3626,-32.1482,-0.3368,1,Focused
0.5954,0.5904,0.0706,0.0123,999.0,-46.7166,-145.5533,0,Looking Away
0.5509,0.7599,0.0113,0.0075,1.2471,-57.4149,-3.7804,1,Focused
0.5079,0.7143,0.0328,0.0393,0.5048,-42.6952,0.2085,1,Leaning on Desk
0.5966,0.8686,0.157,0.0228,999.0,-52.1034,153.7701,0,Looking Away
0.5747,0.8196,0.085,0.0204,1.4892,-32.9255,-0.0189,0,Focused
0.5658,0.8573,0.1856,0.0274,999.0,-45.2758,146.4658,0,Looking Away
0.5207,0.8157,0.095,0.1277,0.3836,-43.2824,-5.8846,1,Leaning on Desk
0.6422,0.3023,0.0378,0.0,999.0,-35.3498,-129.9229,0,Looking Away
0.4779,0.7818,0.0817,0.0472,0.4321,-42.0168,-9.518,1,Leaning on Desk
0.5115,0.8678,0.0,0.0316,0.4035,-43.9454,1.2461,1,Leaning on Desk
0.5401,0.8502,0.051,0.0272,1.3681,-29.7496,-0.9589,1,Focused
0.1566,0.8176,0.037,0.0,999.0,0.0,0.0,0,Slouching
0.5975,0.5079,0.0634,0.0334,999.0,-45.6265,140.5425,0,Looking Away
0.5908,0.4558,0.0995,0.0342,999.0,-33.186,126.1912,0,Looking Away
0.5564,0.7189,0.0589,0.1146,0.5092,-49.0459,4.9514,1,Leaning on Desk
0.077,0.5256,0.1614,0.0734,0.0593,0.0,0.0,1,Slouching
0.6543,0.2738,0.0147,0.0037,999.0,-31.2855,-54.2401,0,Looking Away
0.5987,0.8762,0.0489,0.0058,999.0,-44.9708,-162.4612,0,Focused
0.5686,0.6387,0.1405,0.0098,999.0,0.0,0.0,0,Looking Away
0.6148,0.8494,0.1079,0.0491,999.0,-43.6613,154.4636,0,Focused
0.1255,0.4456,0.222,0.0772,999.0,0.0,0.0,0,Slouching
0.6339,0.5198,0.0254,0.0072,1.369,-44.9765,1.4351,1,Focused
0.6318,0.6712,0.051,0.0034,999.0,-45.3939,-158.3434,0,Focused
0.6248,0.8662,0.0687,0.0393,999.0,-47.6339,-178.8301,0,Focused
0.5986,0.5973,0.0675,0.0123,999.0,-47.1111,-146.0206,0,Looking Away
0.6331,0.5803,0.0296,0.0074,1.4675,-38.8194,0.5967,0,Focused
0.5256,1.1746,0.0128,0.0032,0.9289,0.0,0.0,1,Slouching
0.6707,0.3652,0.0459,0.0106,999.0,-47.2875,-28.8001,0,Looking Away
0.6288,0.7707,0.0803,0.0268,999.0,-44.8673,-177.7699,0,Focused
0.673,0.2648,0.0192,0.0038,999.0,-30.2563,-50.5005,0,Looking Away
0.6318,0.7576,0.051,0.0034,999.0,-46.2865,-162.2999,0,Focused
0.585,0.7905,0.095,0.0398,999.0,-43.6016,151.6684,0,Looking Away
0.5483,0.7586,0.1159,0.1253,0.6467,-48.5108,0.5109,1,Leaning on Desk
0.5999,0.9318,0.0488,0.0057,999.0,-45.8193,-174.3631,0,Focused
0.5955,0.6194,0.082,0.0152,999.0,-46.5597,-151.3329,0,Looking Away
0.5804,0.7216,0.0916,0.0367,999.0,-42.7062,149.9795,0,Looking Away
0.6352,0.2682,0.0412,0.0034,999.0,0.0,0.0,0,Looking Away
0.5869,0.6065,0.1681,0.0285,999.0,-29.453,125.0124,0,Looking Away
0.5893,0.4856,0.0319,0.004,999.0,-74.6874,-31.0724,0,Looking Away
0.0058,0.8184,0.0992,0.073,0.6258,0.0,0.0,0,Slouching
0.59,0.7279,0.0155,0.0311,1.4342,-37.8635,0.7509,0,Focused
0.5907,0.5342,0.1704,0.017,999.0,-45.7628,135.8595,0,Looking Away
0.5312,0.7913,0.1553,0.2206,0.6309,-51.2287,1.8539,1,Leaning on Desk
0.6004,0.9261,0.0491,0.0029,999.0,-44.7336,-166.6345,0,Focused
0.6232,0.7493,0.0833,0.0267,999.0,-45.7771,174.4652,0,Focused
0.6033,0.7304,0.0862,0.0448,999.0,-40.6215,149.6308,0,Looking Away
0.5816,0.5674,0.1518,0.0258,999.0,-28.9664,124.6307,0,Looking Away
0.6169,0.6408,0.0065,0.026,1.3645,-40.5262,1.0993,1,Focused
0.5792,0.7419,0.0341,0.0189,1.2925,-89.607,9.0235,1,Looking Away
0.4701,0.7993,0.1159,0.1953,0.3348,-46.4571,-3.9545,1,Leaning on Desk
0.5739,0.7059,0.033,0.0825,0.5028,-42.3736,3.4195,1,Leaning on Desk
0.5991,0.7736,0.031,0.0372,1.8438,-37.0395,-1.2823,0,Focused
0.6413,0.676,0.1357,0.0339,999.0,-51.1993,148.3798,0,Looking Away
0.5615,0.6933,0.0528,0.0565,1.445,-27.8992,0.1338,0,Focused
0.6258,0.7744,0.0533,0.0133,999.0,-46.7422,-163.1497,0,Focused
0.5801,0.3433,0.1005,0.0194,999.0,0.0,0.0,0,Looking Away
0.5687,0.532,0.1554,0.0147,999.0,0.0,0.0,0,Looking Away
0.5912,0.7873,0.0186,0.031,1.7024,-37.3574,-0.2594,0,Focused
0.6086,0.7869,0.0836,0.0435,999.0,-41.8322,156.0023,0,Looking Away
0.5996,0.7735,0.0344,0.0406,1.53,-36.3864,-0.1351,0,Focused
0.6651,0.2097,0.0282,0.0121,1.7129,0.0,0.0,0,Looking Away
0.6375,0.2603,0.0379,0.0034,999.0,0.0,0.0,0,Looking Away
0.3231,1.3914,0.0499,0.0088,999.0,0.0,0.0,0,Slouching
0.6052,0.6038,0.0899,0.045,999.0,-40.5004,143.4639,0,Looking Away
0.6303,0.5486,0.0217,0.0,1.3549,-44.467,7.7364,1,Focused
0.5979,0.3987,0.083,0.0299,999.0,-27.0337,129.805,0,Looking Away
0.5734,0.8064,0.0264,0.0151,1.2707,-89.0994,16.917,1,Looking Away
0.5021,0.8253,0.1071,0.1707,0.3502,-41.6165,-6.6525,1,Leaning on Desk
0.5789,0.6389,0.1625,0.0171,999.0,-45.2316,139.0173,0,Looking Away
0.5402,0.8148,0.0038,0.0038,999.0,-46.3191,-1.1449,0,Focused
0.6105,0.7911,0.0872,0.0436,999.0,-42.3964,155.4866,0,Looking Away
0.5737,0.7979,0.1756,0.0314,999.0,-42.8615,143.9313,0,Looking Away
0.6033,0.7252,0.0862,0.0448,999.0,-41.2214,148.7196,0,Looking Away
0.622,0.4102,0.1224,0.0136,999.0,-28.9406,123.549,0,Looking Away
0.6274,0.7549,0.0667,0.02,999.0,-47.5438,-163.6326,0,Focused
0.3481,1.1146,0.0223,0.0111,999.0,0.0,0.0,0,Slouching
0.2049,1.2892,0.1212,0.0779,999.0,0.0,0.0,0,Slouching
0.5818,0.7796,0.149,0.0229,999.0,-45.5315,141.8006,0,Looking Away
0.6142,0.534,0.1249,0.0169,999.0,-47.7981,142.7854,0,Looking Away
0.6232,0.7552,0.0833,0.0267,999.0,-45.8975,174.8074,0,Focused
0.5995,0.9178,0.0602,0.0172,999.0,-44.8861,179.8281,0,Focused
0.4965,0.9634,0.0406,0.0687,0.3733,-41.1576,1.2615,1,Leaning on Desk
0.677,0.3214,0.0398,0.0036,999.0,-43.1654,-36.6884,0,Looking Away
0.5996,0.9083,0.0574,0.0115,999.0,-42.8335,178.4965,0,Focused
0.4146,0.8384,0.1276,0.1371,0.3253,-40.5715,-9.4665,1,Leaning on Desk
0.5946,0.9474,0.0821,0.034,999.0,-44.4698,176.0755,0,Focused
0.5961,0.6748,0.0128,0.0353,1.4179,-42.6183,4.97,1,Focused
0.6054,0.5365,0.0803,0.0368,999.0,-41.8179,142.4221,0,Looking Away
0.651,0.5243,0.018,0.018,1.358,-46.9324,0.6883,1,Focused
0.5868,0.7569,0.1503,0.026,999.0,-46.8592,140.7128,0,Looking Away
0.5983,0.5725,0.0881,0.0152,999.0,-46.7552,-150.7518,0,Looking Away
0.6178,0.5225,0.0363,0.0145,1.3638,-36.4981,1.2278,1,Focused
0.7083,0.2772,0.0969,0.041,1.6575,-39.8818,41.015,0,Looking Away
0.5693,0.8072,0.1867,0.0245,999.0,-45.704,144.814,0,Looking Away
0.5859,0.6534,0.1479,0.0261,999.0,-45.6939,134.6683,0,Looking Away
0.6056,0.78,0.077,0.0435,999.0,-43.6083,157.0486,0,Looking Away
0.5481,0.7461,0.0133,0.0332,1.3501,-28.1016,1.0259,1,Focused
0.5818,0.782,0.149,0.0229,999.0,-45.3472,141.5215,0,Looking Away
0.5797,0.8282,0.1612,0.0283,999.0,-44.131,148.6053,0,Looking Away
0.4804,0.75,0.1319,0.2064,0.2734,-51.4022,-10.6501,1,Leaning on Desk
0.6034,0.919,0.0462,0.0029,999.0,-44.2149,-165.6532,0,Focused
0.621,0.4528,0.1304,0.0172,999.0,-34.9503,127.1541,0,Looking Away
0.6259,0.7825,0.0499,0.0166,999.0,-46.1443,-162.0501,0,Focused
0.0609,0.4138,0.0064,0.0224,0.4733,0.0,0.0,1,Slouching
0.6216,0.8484,0.1097,0.0399,999.0,-47.2251,160.0558,0,Focused
0.5931,0.5268,0.068,0.0062,999.0,-39.4222,-134.9972,0,Looking Away
0.6057,0.5631,0.0297,0.0111,1.4508,-36.0479,-1.8326,0,Focused
0.6069,0.7942,0.0767,0.04,999.0,-42.6625,155.8986,0,Looking Away
0.5866,0.6734,0.0886,0.0519,999.0,-46.0575,147.7751,0,Looking Away
0.5694,0.6274,0.0069,0.0347,1.437,-34.4246,0.3814,0,Focused
0.5534,0.7411,0.0114,0.0114,1.2811,-55.8715,-3.2737,1,Focused
0.0148,0.6398,0.0532,0.003,999.0,0.0,0.0,0,Slouching
0.0272,0.6784,0.1028,0.006,0.3709,0.0,0.0,1,Slouching
0.6492,0.408,0.0275,0.0,999.0,-34.5025,-129.9282,0,Looking Away
0.5969,0.7173,0.1649,0.0256,999.0,-50.2764,149.1336,0,Looking Away
0.5897,0.9933,0.0903,0.048,999.0,-46.5522,158.711,0,Focused
0.648,0.4944,0.0276,0.0138,999.0,-45.1405,-142.7315,0,Looking Away
0.5638,0.7012,0.0389,0.0039,999.0,-59.9864,-31.9488,0,Looking Away
0.6267,0.8121,0.1028,0.0497,999.0,-44.5159,154.3151,0,Focused
0.4646,0.7992,0.0123,0.0831,0.4388,-40.7015,0.4851,1,Leaning on Desk
0.609,0.7449,0.0861,0.053,999.0,-45.6938,154.9836,0,Looking Away
0.0141,1.0809,0.0282,0.0395,999.0,0.0,0.0,0,Slouching
0.6056,0.6013,0.077,0.0435,999.0,-44.7626,146.899,0,Looking Away
0.4304,0.9516,0.1194,0.0597,0.374,-37.107,-8.1547,1,Leaning on Desk
0.0225,1.2886,0.0225,0.0338,0.2479,0.0,0.0,1,Slouching
0.5704,0.7698,0.0131,0.0229,0.4959,-47.7474,10.9985,1,Leaning on Desk
0.4639,0.8944,0.0304,0.0221,0.5199,-46.1212,-4.794,1,Leaning on Desk
0.6469,0.2799,0.0342,0.0034,999.0,-32.0127,-126.9078,0,Looking Away
0.618,0.4199,0.14,0.0273,999.0,-41.6226,119.1269,0,Looking Away
0.6039,0.4308,0.0725,0.0345,999.0,-28.2054,123.378,0,Looking Away
0.5918,0.7064,0.0267,0.0267,0.4939,-46.2642,-10.2564,1,Leaning on Desk
0.5927,0.4055,0.0772,0.0062,999.0,0.0,0.0,0,Looking Away
0.6148,0.8556,0.1079,0.0491,999.0,-44.6683,154.5285,0,Focused
0.621,0.4634,0.1304,0.0172,999.0,-40.4719,133.9161,0,Looking Away
0.1114,1.0603,0.0229,0.0328,0.4339,0.0,0.0,1,Slouching
0.5649,0.5811,0.0035,0.0421,1.3682,-31.0659,0.4637,1,Focused
